REGION,YEAR,WEEK,ILITOTAL,TOTAL PATIENTS,RATIO
Illinois,2021,33,958,75922,1.6829854915043836
Illinois,2021,34,999,77945,1.6899622019701228
Illinois,2021,35,1066,78242,1.6641863795725493
Illinois,2021,36,1091,77296,1.7014838308480527
Illinois,2021,37,1053,79128,1.642227602905569
Illinois,2021,38,936,75272,1.5718753099761416
Illinois,2021,39,937,73745,1.548971833056775
Illinois,2021,40,815,83223,1.4348564744327676
Illinois,2021,41,797,79363,1.3829105058783002
Illinois,2021,42,843,81055,1.389322528670768
Illinois,2021,43,840,78213,1.334337266388715
Illinois,2021,44,892,78472,1.3434013548108428
Illinois,2021,45,959,79086,1.3334189321162744
Illinois,2021,46,1094,76021,1.3105104937854142
Illinois,2021,47,1169,66518,1.283189937883406
Illinois,2021,48,1487,85058,1.5060992884617481
Illinois,2021,49,1580,78221,1.334699701000428
Illinois,2021,50,1728,76033,1.3825187286348097
Illinois,2021,51,2303,74834,1.4082138400831459
Illinois,2021,52,2929,85212,1.723331865793195
Illinois,2022,1,2692,77490,1.46534857977398
Illinois,2022,2,1772,75128,1.3826834703279092
Illinois,2022,3,1287,67778,1.2339910032547379
Illinois,2022,4,950,64465,1.1640225235986645
Illinois,2022,5,635,57548,1.0738031160964827
Illinois,2022,6,674,69155,1.2252617777856523
Illinois,2022,7,768,67262,1.203315425010734
Illinois,2022,8,918,67080,1.1846615107273515
Illinois,2022,9,1033,72929,1.2793525490513589
Illinois,2022,10,1186,71868,1.2541431865957544
Illinois,2022,11,1405,74334,1.3408157488705612
Illinois,2022,12,1498,74041,1.3674791226838896
Illinois,2022,13,1581,71016,1.3552055029791656
Illinois,2022,14,1654,73873,1.3812108529473102
Illinois,2022,15,1799,73443,1.3829831305894589
Illinois,2022,16,1881,74034,1.4288246559479802
Illinois,2022,17,1908,77024,1.4592768555897226
Illinois,2022,18,1845,77501,1.482692092607091
Illinois,2022,19,1983,80846,1.5609375742597786
Illinois,2022,20,1753,80079,1.7331068088853965
Illinois,2022,21,1580,71159,1.5190807353460378
Illinois,2022,22,1572,71648,1.5730617166771659
Illinois,2022,23,1316,70055,1.4979899927297609
Illinois,2022,24,1098,70015,1.5341485614117887
Illinois,2022,25,1009,70202,1.5008814919580304
Illinois,2022,26,991,67920,1.5226362286575534
Illinois,2022,27,1006,68591,1.6067055151934497
Illinois,2022,28,1034,70899,1.52240780688917
Illinois,2022,29,1107,70737,1.531830788835861
Illinois,2022,30,1058,70264,1.5817714186019025
Illinois,2022,31,1063,68611,1.5861828480055484
Illinois,2022,32,1066,69665,1.5866099066800532
Illinois,2022,33,974,67705,1.5008368154461722
Illinois,2022,34,1290,73775,1.5995504708492632
Illinois,2022,35,1502,74441,1.5833401278310901
Illinois,2022,36,1575,75899,1.6707322665795947
Illinois,2022,37,1385,75051,1.557613282601176
Illinois,2022,38,1442,73192,1.52843949526748
Illinois,2022,39,1560,77323,1.6241256905206998
Illinois,2022,40,1759,69164,1.1924637804172877
Illinois,2022,41,2090,77348,1.3477988711197253
Illinois,2022,42,2422,79863,1.3688910629477953
Illinois,2022,43,2846,82167,1.4017936937256152
Illinois,2022,44,3459,82535,1.4129578807640037
Illinois,2022,45,3770,87471,1.474793103850778
Illinois,2022,46,3802,78460,1.3525559166862262
Illinois,2022,47,5021,76504,1.4758285427678537
Illinois,2022,48,5396,85652,1.5166170878144989
Illinois,2022,49,4861,82645,1.4101872488101708
Illinois,2022,50,4377,71339,1.2971670666957598
Illinois,2022,51,3126,63003,1.1855800380409767
Illinois,2022,52,2520,66524,1.3453847936913406
Illinois,2023,1,1830,69697,1.3179816745968136
Illinois,2023,2,1440,68763,1.265539658584789
Illinois,2023,3,1307,68954,1.2554016884302752
Illinois,2023,4,1363,68288,1.2330531310246737
Illinois,2023,5,1388,68030,1.2693894833537869
Illinois,2023,6,1551,73123,1.2955652805584592
Illinois,2023,7,1632,71596,1.2808505719287044
Illinois,2023,8,1735,73112,1.2911892124671753
Illinois,2023,9,1731,74403,1.3052101044449842
Illinois,2023,10,1695,72658,1.2679291986930807
Illinois,2023,11,1714,72782,1.3128212101366425
Illinois,2023,12,1689,73965,1.3660754623696856
Illinois,2023,13,1425,72476,1.3830668304877494
Illinois,2023,14,1252,72127,1.3485657167101734
Illinois,2023,15,1112,72048,1.3567143035103322
Illinois,2023,16,1047,72389,1.397076856841699
Illinois,2023,17,937,69330,1.313508314266144
Illinois,2023,18,944,74394,1.4232512553052468
Illinois,2023,19,827,73277,1.4147987857041016
Illinois,2023,20,174,17127,0.37067046686122684
Illinois,2023,21,829,68311,1.458282495709934
Illinois,2023,22,769,70041,1.5377793615702513
Illinois,2023,23,613,70705,1.5118889791729033
Illinois,2023,24,530,69174,1.5157208110704716
Illinois,2023,25,468,69140,1.4781764957405519
Illinois,2023,26,418,68323,1.5316707162922558
Illinois,2023,27,425,66004,1.5461064982990256
Illinois,2023,28,383,70474,1.5132818203741571
Illinois,2023,29,361,67520,1.4621656963427534
